objectid,plazacode,plazaname,concessionairetype,plazatype,city,state,concessionairename,longitude,latitude
1282,257002,Hejamadi Toll Plaza,Conc.,National,Hejamadi,Karnataka,NAVAYUGA UDUPI TOLLWAY PVT LTD,13.1075003,74.78445458
1283,257003,TALAPADY Toll Plaza,Conc.,National,Talapady,Karnataka,NAVAYUGA UDUPI TOLLWAY PVT LTD,12.7590772,74.8743029
1284,341401,Hiwargaon pavasa Toll Plaza,Conc.,National,Ahmadnagar,Maharashtra,Khed -Sinnar Expressway,19.514777,74.2013655
1285,280001,Murlitol,Conc.,National,Barauni,Bihar,KNR Tollways Pvt. Ltd.,25.5899165,85.875775
1286,341101,Chalakwadi  Toll Plaza,Conc.,National,Pune,Maharashtra,Khed -Sinnar Expressway,19.1700886,74.0751759
1287,356100,Mangalgi,Conc.,National,Bidar,Karnataka,M/s Deccan Tollways Ltd,17.7454925,77.3171313
1288,350100,Kamkole,Conc.,National,Bidar,Telangana,M/s Deccan Tollways Ltd,17.6457252,77.8198176
1289,370001,Banskopa Plaza,Conc.,National,Durgapur,West Bengal,M/s IL&FS,23.4916993,87.3768623
1290,330008,Khedi,Conc.,National,Gulabpura,Rajasthan,IRB,26.1029659,74.6849376
1291,330007,Lambiya Kalan,Conc.,National,Jaipur,Rajasthan,IRB,25.5871683,74.593839
1292,330002,Lasedi,Conc.,National,Churu,Rajasthan,M/s Salasar Highways Pvt. Ltd.,28.7015412,75.4758781
1293,330003,Dhadhar,Conc.,National,Churu,Rajasthan,M/s Salasar Highways Pvt. Ltd.,28.3458569,75.0682504
1294,330004,Sobhasar,Conc.,National,Churu,Rajasthan,M/s Salasar Highways Pvt. Ltd.,27.785854,74.747014
1295,340001,Nashik Sinner Tollways Limited,BOT,MoRTH,Nashik,Maharashtra,NHAI,19.9119216,73.9006299
1296,340002,Tamalwadi Toll Plaza,Conc.,National,Sholapur,Maharashtra,IRB,17.8519632,75.9653571
1297,340003,Yedashi Toll Plaza,Conc.,National,Osmanabad,Maharashtra,IRB,18.3074605,75.9890916
1298,345005,Purankhedi Toll Plaza,Conc.,National,Kolaras,Madhya Pradesh,Ircon,25.1649077,77.6035472
1299,352001,Nannur,Conc.,National,Kurnool,Andhra Pradesh,Rayalasema Expressway,15.7406107,78.0705331
1300,345003,Pagara Toll Plaza,Conc.,National,Guna,Madhya Pradesh,Dilip Buildcon Limited,24.5069819,77.1860753
1301,345004,Jogipur Toll Plaza,Conc.,National,Biaora,Madhya Pradesh,Dilip Buildcon Limited,24.0875232,76.9848838
1302,154003,Ladowal Toll Plaza,PF,National,Ludhiana,Punjab,Soma Isolux NH One Tollway,30.988606,75.790611
1303,550002,Edulanagulapally,PF,State,Hyderabad,Telangana,IRB,17.4622136,78.2494394
1304,550008,Keesara,PF,State,Hyderabad,Telangana,IRB,17.310012,78.385202
1305,550011,Pedda Amberpet,PF,State,Hyderabad,Telangana,IRB,17.319992,78.655881
1306,330025,Rajora Khurd,PF,National,Bharatpur,Rajasthan,NHAI,26.8539706,77.7228186
1307,345008,Rathara,BOT,MoRTH,Rewa,Madhya Pradesh,M/s Path India Pvt.Ltd,24.539445,81.3514053
1308,345009,Choratha,BOT,MoRTH,Rewa,Madhya Pradesh,M/s Path India Pvt.Ltd,24.5483246,81.3467263
1309,330016,Khara Toll Plaza,BOT,MoRTH,Bikaner,Rajasthan,MoRTH,28.2330309,73.3902644
1310,330017,Bhadera Toll Plaza,BOT,MoRTH,Bikaner,Rajasthan,MoRTH,28.594353,73.810058
1311,330018,Hindore Toll Plaza,BOT,MoRTH,Bikaner,Rajasthan,MoRTH,29.101064,73.85389
1312,330019,Salasar Toll Plaza,Conc.,National,Bikaner,Rajasthan,Ircon PBTL,28.003871,73.11499
1313,330020,Nokhra Toll Plaza,Conc.,National,Bikaner,Rajasthan,Ircon PBTL,27.668079,72.674974
1314,330021,Kheerwa Toll Plaza,Conc.,National,Bikaner,Rajasthan,Ircon PBTL,27.283378,72.323165
1315,320013,ALEP Main Plaza 21,PF,State,Fatehabad,Uttar Pradesh,Eagle Infra India Ltd,27.053626,78.277169
1316,320014,ALEP Ramp Plaza 27,PF,State,Fatehabad,Uttar Pradesh,Eagle Infra India Ltd,27.038767,78.335211
1317,320015,ALEP Ramp Plaza 54,PF,State,Shikohabad,Uttar Pradesh,Eagle Infra India Ltd,26.998814,78.58165
1318,320017,ALEP Ramp Plaza 92,PF,State,Saifai,Uttar Pradesh,Eagle Infra India Ltd,27.015798,78.946526
1319,320018,ALEP Ramp Plaza 108,PF,State,Etawah,Uttar Pradesh,Eagle Infra India Ltd,26.949591,79.076293
1320,320019,ALEP Ramp Plaza 116,PF,State,Etawah,Uttar Pradesh,Eagle Infra India Ltd,26.913797,79.158391
1321,320020,ALEP Ramp Plaza 154,PF,State,Saurikh,Uttar Pradesh,Eagle Infra India Ltd,26.913619,79.160199
1322,320021,ALEP Ramp Plaza 171,PF,State,Taki Gram,Uttar Pradesh,Eagle Infra India Ltd,27.070904,79.653549
1323,320023,ALEP Ramp Plaza220,PF,State,Kanpur,Uttar Pradesh,Eagle Infra India Ltd,26.912105,80.027101
1324,320024,ALEP Ramp Plaza 238,PF,State,Unnao,Uttar Pradesh,Eagle Infra India Ltd,26.926112,80.200743
1325,320025,ALEP Main Plaza 290,PF,State,Lucknow,Uttar Pradesh,Eagle Infra India Ltd,26.845635,80.710711
1326,340004,Pargaon TP,Conc.,National,Aurangabad,Maharashtra,YABOT (IRB),18.6284625,75.6978936
1327,340005,Padalshingi TP,Conc.,National,Aurangabad,Maharashtra,YABOT (IRB),19.1388116,75.7488874
1328,340006,Maliwadi TP,Conc.,National,Aurangabad,Maharashtra,YABOT (IRB),19.600875,75.614882
1329,345012,Katni Bypass Road Ltd-Entry,BOT,MoRTH,Katni,Madhya Pradesh,Ashoka Concessions,23.888946,80.384704
1330,345013,Katni Bypass Road Ltd-Exit,BOT,MoRTH,Katni,Madhya Pradesh,Ashoka Concessions,23.768876,80.334978
1331,345010,Chapra,Conc.,National,Indore,Madhya Pradesh,Oriental,23.6570433,76.6148339
1332,345011,Rojwas,Conc.,National,Indore,Madhya Pradesh,Oriental,23.3306354,76.1757945
1333,352013,Chapirevula,Conc.,National,Nandyal,Andhra pradesh,NHAI,15.460198,78.451697
1334,540003,Khalapur Toll Plaza,Conc.,State,Khalapur,Maharashtra,IRB,18.801047,73.285379
1335,540004,Kusgaon Toll Plaza,Conc.,State,Kusgaon,Maharashtra,IRB,18.760371,73.430045
1336,540005,Talegaon Toll Plaza,Conc.,State,Talegaon,Maharashtra,IRB,18.713938,73.645848
1337,314014,Chak Bamniya Toll Plaza,PF,National,Jalandhar,Punjab,NHAI,31.0241526,75.3044463
1338,345006,Methwada,Conc.,National,Indore,Madhya Pradesh,IIGTL,22.6731595,75.545744
1339,345007,Dattigaon,Conc.,National,Jhabua,Madhya Pradesh,IIGTL,22.741519,74.836537
1340,340008,Kardha Toll Plaza,Conc.,MoRTH,Bhandara,Maharashtra,Abhijeet Ashoka Infrastructure,21.1393821,79.6750986
1341,345035,Masuriha,Conc.,MoRTH,Rewa,Madhya Pradesh,Vindhyachal Expressway,24.7601633,82.0648097
1342,330053,Nimbali,Conc.,MoRTH,Nimbali,Rajasthan,Jodhpur Pali Expressway,26.018464,73.088679
1343,330054,Gajangarh,Conc.,MoRTH,Gajangarh,Rajasthan,Jodhpur Pali Expressway,25.824112,73.233418
1344,520001,ALEP Ramp Plaza 269,PF,State,Sandila,Uttar Pradesh,Eagle Infra India Ltd,26.9047203,80.48483
1345,520002,ALEP Ramp Plaza 284,PF,State,Lucknow,Uttar Pradesh,Eagle Infra India Ltd,26.8506024,80.6686972
1346,520004,ALEP Ramp Plaza 101,PF,State,Saifai,Uttar Pradesh,Eagle Infra India Ltd,27.0033012,78.9769078
1347,540006,Shilphata NH48 Toll Plaza,Conc.,State,Kalyan,Maharashtra,IRB,19.09779,73.071728
1348,540007,Shedung NH48 Toll Plaza,Conc.,State,Panvel,Maharashtra,IRB,18.947388,73.178849
1349,540008,Kusgaon NH48 Toll Plaza,Conc.,State,Lonavala,Maharashtra,IRB,18.760253,73.439713
1350,540009,Dehuroad NH48 Toll Plaza,Conc.,State,Pune,Maharashtra,IRB,18.700286,73.692154
1351,536002,HSTL TP01- Khadki,Conc.,state,Khadki,Gujarat,L&T HSTL,22.6479969,73.5197764
1352,536004,HSTL TP03- Galiya Danti,Conc.,state,Galiya Danti,Gujarat,L&T HSTL,23.3639618,73.5152351
1353,536005,HSTL TP04- Gajan,Conc.,state,Gajan,Gujarat,L&T HSTL,23.5051103,73.3033763
1354,536003,HSTLTP02-Gaman Bariyanamuvada,Conc.,state,Gaman Bariya na muvada,Gujarat,L&T HSTL,23.0127692,73.6180402
1355,340015,Moshi Toll Plaza,Conc.,MoRTH,Pune,Maharashtra,IRB,18.6867178,73.8465816
1356,340016,Rajgurunagar Toll Plaza,Conc.,MoRTH,Pune,Maharashtra,IRB,18.8377812,73.8800121
1357,345033,Heeran Khedi,Conc.,MoRTH,Rajgarh,Madhya Pradesh,Agroh Biaora Tollways,23.98798,76.801104
1358,345036,Baretha KM 21.120,Conc.,MoRTH,Gwalior,Madhya Pradesh,MP Highways Pvt. Ltd,26.320813,78.272572
1359,345037,Phoop (Barahi) KM 105.300,Conc.,MoRTH,Bhind,Madhya Pradesh,MP Highways Pvt. Ltd,26.683184,78.917895
1360,360024,Neelambur,Conc.,MoRTH,Coimbatore,Tamil Nadu,L&T,11.060944,77.088928
1361,360026,Trichy Cochin,Conc.,MoRTH,Coimbatore,Tamil Nadu,L&T,11.005088,77.069038
1362,360027,Madukkarai,Conc.,MoRTH,Coimbatore,Tamil Nadu,L&T,10.895638,76.945815
1363,360020,Pollachi Cochin Toll Plaza,Conc.,MoRTH,Coimbatore,Tamil Nadu,L&T,10.914016,76.982178
1364,360021,Pollachi Salem Toll Plaza,Conc.,MoRTH,Coimbatore,Tamil Nadu,L&T,10.921531,76.989327
1365,330055,Ochadi,BOT,MoRTH,Chittorgarh,Rajasthan,Chetak Tollways Ltd,24.8248863,74.6282613
1366,320028,Andiyari,Conc.,National,Prayagraj,Uttar Pradesh,Raebareilly Allahabad Highway,25.612351,81.642036
1367,330056,Nimbaheda,BOT,MoRTH,Chittorgarh,Rajasthan,Chetak Tollways Ltd,24.6104397,74.6484461
1368,330059,Rashidpura,Conc.,MoRTH,Sikar,Rajasthan,Sikar Bikaner Highway Limited,27.726086,75.075979
1369,330060,Tidiayasar,Conc.,MoRTH,Â Churu,Rajasthan,Sikar Bikaner Highway Limited,28.057867,74.747246
1370,330061,Lakhasar,Conc.,MoRTH,Bikaner,Rajasthan,Sikar Bikaner Highway Limited,28.093586,73.876543
1371,330062,Udairamsar,Conc.,MoRTH,Â Bikaner,Rajasthan,Sikar Bikaner Highway Limited,28.023441,73.413482
1372,330057,Narsingharh,BOT,MoRTH,Chittorgarh,Rajasthan,Chetak Tollways Ltd,24.5521458,74.6665621
1373,330058,Sidhpura,BOT,MoRTH,Pratapgarh,Rajasthan,Chetak Tollways Ltd,24.0937133,74.7523369
1374,540001,Rajiv Gandhi Sea Link,Conc.,State,Mumbai,Maharashtra,MEP Infrastructure Pvt Ltd,19.0431887,72.8248015
1375,556001,Kadathanamale Toll Plaza,Conc.,State,BangaloreÂ,Karnataka,YELAHANKA AP BORDER TOLLWAYS,13.2123515,77.5535138
1376,556002,Gunjur Toll Plaza,Conc.,State,BangaloreÂ,Karnataka,YELAHANKA AP BORDER TOLLWAYS,13.4293608,77.5124912
1377,340009,Phulwadi Toll Plaza,Conc.,National,Naldurg,Maharashtra,Solapur Tollways Pvt ltd.,17.7991202,76.1933353
1378,340010,Talmod Toll Plaza,Conc.,National,Omerga,Maharashtra,Solapur Tollways Pvt ltd.,17.8261927,76.7398762
1379,356006,Belekeri,Conc.,National,Hattikeri,Karnataka,IRB Westcoast Tollway,14.7104272,74.2935113
1380,356007,Holgegadde,Conc.,National,Dhareshwar,Karnataka,IRB Westcoast Tollway,14.3594475,74.4184843
1381,356008,Shirur,Conc.,National,Shiroor,Karnataka,IRB Westcoast Tollway,13.9333649,74.5965095
1382,356103,Thimmalapura,Conc.,National,Bellary,Karnataka,Hampi Expressways PVT. LTD.,15.05737,76.3569
1383,356104,Kananakatte,Conc.,National,Davangere,Karnataka,Hampi Expressways PVT. LTD.,14.5381,76.4269
1384,356009,Gabbur,Conc.,MoRTH,Hubli,Karnataka,Nandi Highway Developers,15.3186929,75.1398824
1385,356010,Karwar,Conc.,MoRTH,Hubli,Karnataka,Nandi Highway Developers,15.4461808,75.0125785
1386,356011,Tarihal,Conc.,MoRTH,Hubli,Karnataka,Nandi Highway Developers,15.359531,75.051265
1387,356012,Kalghatgi,Conc.,MoRTH,Dharwad,Karnataka,Nandi Highway Developers,15.396148,75.004123
1388,356013,Goa,Conc.,MoRTH,Dharwad,Karnataka,Nandi Highway Developers,15.460555,74.967151
1389,356014,Narendra,Conc.,MoRTH,Dharwad,Karnataka,Nandi Highway Developers,15.488805,74.970109
1390,370013,Sali Bamandanga,PF,National,Nadia,West Bengal,NHAI,23.629129,88.359582
1391,378004,Mikirati Hawgaon Toll Plaza,PF,National,Daboka,Assam,NHAI,26.131342,92.836207
1392,330073,Kota Bypass Toll Plaza,PF,National,Kota,Rajasthan,NHAI,25.132814,75.796857
1393,370014,Paschim Madati,PF,National,Darjeeling,West Bengal,NHAI,24.599579,84.70284
1394,380012,Saukala Toll Plaza,PF,National,Aurangabad,Bihar,NHAI,24.599579,84.70284
1395,312022,Bhagan Toll Plaza,PF,National,Sonipat,Haryana,NHAI,29.071744,77.0601904
1396,352021,Chilakpelam,PF,National,Srikakulam,Andhra Pradesh,NHAI,18.273462,83.807965
1397,352022,Nathavalasa,PF,National,Vizianagaram,Andhra Pradesh,NHAI,18.057967,83.521081
1398,356016,Bankapur,PF,National,Haveri,Karnataka,NHAI,14.90999,75.2798
1399,312019,Main Plaza Village Jakhauli,PF,National,Jakhauli,Haryana,NHAI,28.917251,77.161054
1400,312020,Maujpur,PF,National,Maujpur,Haryana,NHAI,28.284826,77.43934
1401,312021,Chhajju Nagar,PF,National,Chhajju Nagar,Haryana,NHAI,28.0989714,77.3639658
1402,320054,Mavikala,PF,National,Mavikala,Uttar Pradesh,NHAI,28.87763,77.247776
1403,320055,Duhai,PF,National,Duahi,Uttar Pradesh,NHAI,28.737468,77.477137
1404,320056,Dasana,PF,National,Dasana,Uttar Pradesh,NHAI,28.687737,77.535805
1405,320057,Bilakbarpur,PF,National,Bilakbarpur,Uttar Pradesh,NHAI,28.520428,77.600397
1406,320058,Fatehpur Rampur,PF,National,Fatepur Rampur,Uttar Pradesh,NHAI,28.437802,77.588752
1407,314015,Badbar,PF,National,Sangrur,Punjab,NHAI,30.2476529,75.6396108
1408,330070,Tamdoli,PF,National,Ajmer,Rajasthan,NHAI,26.8700372,74.2927598
1409,330075,Nimbi Jodha,PF,National,Ladnun (Nagaur),Rajasthan,NHAI,27.5147239,74.3207931
1410,330076,Harimma,PF,National,Nagaur,Rajasthan,NHAI,27.2553568,73.8398793
1411,312017,Bhavdeen Plaza,PF,National,Sirsa,Haryana,NHAI,29.5326385,75.2009966
1412,312018,Khuian Malkna,PF,National,Sirsa,Haryana,NHAI,29.8807,74.793858
1413,314017,Kalajhar Toll Plaza,PF,National,Channo,Punjab,NHAI,30.2660156,76.1468553
1414,314019,Zidda Toll Plaza,PF,National,Bhatinda,Punjab,NHAI,30.3848746,74.9829043
1415,314022,Kot Karora Kalan Plaza,PF,National,Talwandi,Punjab,NHAI,30.8263476,74.9165723
1416,330074,Nimbasar,PF,National,Barmer,Rajasthan,NHAI,26.1512284,71.2802787
1417,360029,Pattarai Toll Plaza,PF,National,Tiruvallur,Tamil Nadu,NHAI,13.150829,79.834687
1418,320053,Aaini Toll Plaza,PF,National,Bahraich,Uttar Pradesh,NHAI,27.2970385,81.54163697
1419,314016,Lehra Begga Toll Plaza,PF,National,Bhatinda,Punjab,NHAI,30.2331306,75.1018423
1420,314020,Dhareri Jattan Toll Plaza,PF,National,Zirakpur,Punjab,NHAI,30.3912006,76.4995253
1421,314021,Dharer Azizpur Toll Plaza,PF,National,Patiala,Punjab,NHAI,30.5938815,76.7600168
1422,314023,Paind Toll Plaza,PF,National,Partran,Punjab,NHAI,29.8880996,76.1014463
1423,352023,S.V Puram Toll Plaza,PF,National,Chittoor,Andhra Pradesh,Transtroy,13.525577,79.532925
1424,360028,SURAPATTU Toll Plaza,PF,National,Tiruvallur,Tamil Nadu,NHAI,13.136678,80.181624
1425,350005,Kadthal Toll Plaza,PF,National,Kadthal,Telangana,NHAI,16.970404,78.50755
1426,375011,Gurapali Toll Plaza,PF,National,Ganjam,Odisha,NHAI,19.638154,85.140017
1427,314018,Usma Toll Plaza,PF,National,Amritsar,Punjab,NHAI,31.37004,74.9525751
1428,356020,Hebbalu Toll Plaza,PF,National,Davanagere,Karnataka,NHAI,14.375564,76.106875
1429,345045,Jaitpur Toll Plaza,PF,National,Seoni,Madhya Pradesh,NHAI,22.548497,79.600413
1430,345046,Fulara Toll Plaza,PF,National,Seoni,Madhya Pradesh,NHAI,22.043539,79.418753
1431,330084,Nimbayani Toll Plaza,PF,National,Barmer,Rajasthan,NHAI,25.865575,71.6305593
1432,330085,Hathitala Toll Plaza,PF,National,Barmer,Rajasthan,NHAI (QualiX),25.5646786,71.4078461
1433,360030,Athur Toll Plaza,PF,National,Kanchipuram,Tamil Nadu,NHAI,12.346862,79.779856
1434,356019,Chalageri Toll Plaza,PF,National,Haveri,Karnataka,NHAI,14.556782,75.728072
1435,312023,Landhari Toll Plaza,PF,National,Hisar,Haryana,NHAI,29.2922726,75.6481065
1436,330086,Bor Charnan Toll Plaza,PF,National,Barmer,Rajasthan,NHAI (QualiX),25.1018238,71.5596583
1437,340021,Patanswangi Toll Plaza,PF,National,Nagpur,Maharashtra,NHAI,21.343756,79.009054
1438,375012,SERGARH Toll Plaza,PF,National,Balasore,Odisha,NHAI,21.429889,86.836645
1439,330087,Kair Fakir Ki Dhani Toll Plaza,PF,National,Jaisalmer,Rajasthan,QualiX,26.6307103,71.2056009
1440,380015,Maranga Toll Plaza,PF,National,Purnia,Bihar,NHAI,25.728651,87.458279
1441,356021,Hattargi Toll Plaza,PF,National,Belagavi,Karnataka,NHAI,16.1433,74.51696
1442,560001,Perungudi Toll Plaza,PF,State,Chennai,Tamil Nadu,TNRDC,12.9564,80.2412
1443,560005,ECR link Road  Toll Plaza,PF,State,Chennai,Tamil Nadu,TNRDC,12.9013,80.2183
1444,356018,Kognoli Toll Plaza,PF,National,Belagavi,Karnataka,NHAI,16.5422,74.31825
1445,378005,Nazirakhat Toll Plaza,PF,National,Sonapur,Assam,NHAI,26.121161,91.938698
1446,320062,Lalanagar Toll Plaza,PF,National,Sant Ravidas Nagar,Uttar Pradesh,M/s Bholanath Rajpati Shukla,25.266948,82.491513
1447,336006,Mandva Toll Plaza,PF,National,Ankleshwar,Gujarat,NHAI,21.7016001,73.0609234
1448,352034,Mekalavaripalli Toll Plaza,PF,National,Markapuram,Andhra Pradesh,NHAI,15.6675,79.3518
1449,350008,Gamjal Toll Plaza,PF,National,Adilabad,Telangana,NHAI,19.026592,78.362705
1450,352027,Kalaparru Toll Plaza,PF,National,West Godavari,Andhra Pradesh,NHAI,16.676408,81.022129
1451,360032,Nallur Toll Plaza,PF,National,Tiruvallur,Tamil Nadu,L&T,13.216958,80.169353
1452,314024,Chiddan Toll Plaza,PF,National,Amritsar,Punjab,NHAI,31.617167,74.692378
1453,360034,Vanagaram Toll Plaza,PF,National,Tiruvallur,Tamil Nadu,NHAI,13.043526,80.149598
1454,352030,Madapam Toll Plaza,PF,National,Srikakulam,Andhra Pradesh,NHAI,18.377344,84.000528
1455,352033,Chinthalapalem Toll Plaza,PF,National,Chinthalapalem,Andhra Pradesh,NHAI,13.7881724,79.5894634
1456,320059,Chhajarsi Toll Plaza,PF,National,Pilkhua,Uttar Pradesh,NHAI,28.7017268,77.6197457
1457,352031,Badava Toll Plaza,PF,National,Mylavaram,Andhra Pradesh,NHAI,16.8503326,80.6335241
1458,352036,Rapur Toll Plaza,PF,National,Rapur,Andhra Pradesh,NHAI,14.2104914,79.5602205
1459,360036,VAGAIKULAM  Toll Plaza,PF,National,Thoothukudi,Tamil Nadu,NHAI,8.7362399,78.0238105
1460,350007,Rolmamda Toll Plaza,PF,National,Adilabad,Telangana,NHAI,19.28019,78.409222
1461,352035,Raviguntapalli Toll Plaza,PF,National,Markapuram,Andhra Pradesh,NHAI,15.2253,79.4592
1462,320060,Badauri Toll Plaza,PF,National,Fatehpur,Uttar Pradesh,M/s Bholanath Rajpati Shukla,26.065386,80.657641
1463,350006,Pullur Toll Plaza,PF,National,Mahabubnagar,Telangana,NHAI,15.887742,78.016978
1464,352032,Bhramanapalli Toll Plaza,PF,National,Bhramanapalli,Andhra Pradesh,NHAI,14.7359233,79.0492478
1465,392008,Rasoiya Dhamna Toll Plaza,PF,National,Hazaribagh,Jharkhand,NHAI,24.3234,85.3881
1466,314025,BHAGOMAJRA Toll Plaza,PF,National,SAS NAGAR,Punjab,NHAI,30.760763,76.607911
1467,556004,NILAVAGILU Toll Plaza,Conc.,State,RAMANATHAPURA,Karnataka,MITRA INFRA SOLUTIONS,12.6657789,76.0879545
1468,556005,Coorgal Toll Plaza,Conc.,State,BETTADAPURA,Karnataka,MITRA INFRA SOLUTIONS,12.4421692,76.1016017
1469,318004,Bann Toll Plaza,PF,National,Udhampur,J&K,Rakesh Kumar Choudhary,32.838928,74.940536
1470,379005,Lomshinong Toll Plaza,PF,National,Khliehriat,Meghalaya,NHAI,25.169119,92.393079
1471,330072,Chilla Chond Toll Plaza,PF,National,Badi,Rajasthan,NHAI,26.6132644,77.5154327
1472,330071,Kondar Toll Plaza,PF,National,Karauli,Rajasthan,NHAI,26.5372312,77.086002
1473,345043,Khambara Toll Plaza,PF,National,Betul,Madhya Pradesh,Oriental,21.6937297,78.3900797
1474,350004,Chinthapally Toll Plaza,PF,National,Chinthapally,Telangana,NHAI,17.471528,79.980556
1475,360033,Chennasamaduram Toll Plaza,PF,National,Vellore,Tamil Nadu,NHAI,12.910943,79.40121
1476,320063,Katoghan Toll Plaza,PF,National,Fatehpur,Uttar Pradesh,M/s Bholanath Rajpati Shukla,25.749487,81.170481
1477,378006,Madanpur Toll Plaza,PF,National,Madanpur,Assam,NHAI,26.309387,91.716408
1478,312024,MilkMajra Toll Plaza,PF,National,Shahjadpur,Haryana,NHAI,30.2117,77.19388
1479,330081,Nekawala Toll Plaza,PF,National,Jaipur,Rajasthan,NHAI,27.242389,76.0639
1480,320064,Jindpur Toll Plaza,PF,National,Raebareli,Uttar Pradesh,NHAI,25.859513,80.684572
1481,320065,Aihar Toll Plaza,PF,National,Raebareli,Uttar Pradesh,NHAI,26.198251,81.032982
1482,314027,Behram,PF,National,Behram,Punjab,NHAI,31.204433,75.876799
1483,314028,Bachhwan,PF,National,Balachaur,Punjab,NHAI,31.0114039,76.389817
1484,312025,Kitlana,PF,National,Bhiwani,Haryana,Unique BuildMart PvtÂ  Ltd.,28.69299,76.158534
1485,330079,Similiya Toll Plaza,PF,National,Kota,Rajasthan,M/S Kota Baran Toll Ways,25.170089,76.130552
1486,330080,Fatehpur Toll Plaza,PF,National,Baran,Rajasthan,M/S Kota Baran Toll Ways,25.1214357,76.5731007
1487,330078,Doli Toll Plaza,PF,National,Jodhpur,Rajasthan,M/s Eagle Infra India Ltd,26.0626359,72.6730444
1488,380014,Saidpur Patedha Toll Plaza,PF,National,Saidpur Patedha (Sarai),Bihar,NHAI,25.8024478,85.2834059
1489,352024,Marur Toll Plaza,PF,National,Anantapuram,Andhra Pradesh,MEP Infra Projects,14.5020891,77.6312667
1490,352025,Kasepalli Toll Plaza,PF,National,Anantapuram,Andhra Pradesh,MEP Infra Projects,15.061754,77.630328
1491,352026,Amakthadu Toll Plaza,PF,National,Kurnool,Andhra Pradesh,MEP Infra Projects,15.486433,77.901078
1492,392010,Tand Balidih Toll Plaza,PF,National,Bokaro,Jharkhand,NHAI,23.6679825,86.0449121
1493,330090,Leelamba Toll Plaza,PF,National,Lilamba,Rajasthan,NHAI,26.070653,74.010311
1494,330091,Para Toll Plaza,PF,National,Para,Rajasthan,NHAI,25.798882,74.351686
1495,360040,Etturvattam Toll Plaza,PF,National,Virudhunagar,Tamil Nadu,Raima Toll Road(MEP),9.385445,77.914347
1496,345050,Sonvarsha Toll Plaza,PF,National,Sidhi,Madhya Pradesh,NHAI,24.3958,81.8024
1497,345048,Khadda Toll Plaza,PF,National,Rewa,Madhya Pradesh,NHAI,24.522264,81.365223
1498,375015,Pipili Toll Plaza,PF,National,Pipili,Odisha,NHAI,20.1374,85.8392
1499,345047,Mungwari Toll Plaza,PF,National,Hoshangabad,Madhya Pradesh,NHAI,24.644126,79.336084
1500,345049,Allonia Toll Plaza,PF,National,Seoni,Madhya Pradesh,NHAI,22.269666,79.545141
